--------- beginning of events
12-15 10:38:22.610   251   251 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
--------- beginning of system
12-15 10:38:28.884   254   254 I vold    : Vold 3.0 (the awakening) firing up
12-15 10:38:28.885   254   254 V vold    : Detected support for: exfat ext4 ntfs vfat
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /storage/usbotg
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /mnt/media_rw
12-15 10:38:29.201   254   264 V vold    : /system/bin/sgdisk
12-15 10:38:29.201   254   264 V vold    :     --android-dump
12-15 10:38:29.201   254   264 V vold    :     /dev/block/vold/disk:179_128
12-15 10:38:29.205   254   266 D vold    : e4crypt_init_user0
12-15 10:38:29.206   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
12-15 10:38:29.206   254   266 D vold    : Preparing: /data/system/users/0
12-15 10:38:29.208   254   266 D vold    : Preparing: /data/misc/profiles/cur/0
12-15 10:38:29.209   254   266 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/system_de/0
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/misc_de/0
12-15 10:38:29.211   254   266 D vold    : Preparing: /data/user_de/0
12-15 10:38:29.213   254   266 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
12-15 10:38:29.526   254   264 V vold    : DISK gpt CBC83FD9-4235-4453-8D69-6B98D2518C8B
12-15 10:38:29.526   254   264 V vold    : 
12-15 10:38:29.527   254   264 V vold    : PART 1 EBD0A0A2-B9E5-4433-87C0-68B6B72699C7 6364D990-56C9-45B7-991C-554740580B3D Microsoft basic data
12-15 10:38:29.527   254   264 V vold    : 
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:3): avc: denied { read write } for comm="logd.daemon" name="mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:4): avc: denied { open } for comm="logd.daemon" path="/dev/block/mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:5): avc: denied { write } for comm="surfaceflinger" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:6): avc: denied { open } for comm="surfaceflinger" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:7): avc: denied { write } for comm="cameraserver" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:8): avc: denied { open } for comm="cameraserver" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:9): avc: denied { read } for comm="nvram_daemon" name="boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:10): avc: denied { open } for comm="nvram_daemon" path="/sys/devices/virtual/BOOT/BOOT/boot/boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.625   294   294 I liblog  : 196
12-15 10:38:32.716   294   415 I liblog  : 115
12-15 10:38:33.070   293   293 I boot_progress_start: 12853
12-15 10:40:25.387     0     0 E         : (1)[176:mtk charger_hv_][BATTERY] Disable check battery exist.
12-15 10:40:24.703  1066  1066 D wpa_supplicant: WPS: Unknown Vendor Extension (Vendor ID 9442)
12-15 10:40:24.703  1066  1066 D wpa_supplicant: WPS: Unknown Vendor Extension (Vendor ID 9442)
12-15 10:40:24.703  1066  1066 D wpa_supplicant: WPS: Unknown Vendor Extension (Vendor ID 9442)
12-15 10:40:24.703  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=1896
12-15 10:40:24.725  1066  1066 D wpa_supplicant: WPS: Unknown Vendor Extension (Vendor ID 9442)
12-15 10:40:24.729  1066  1066 D wpa_supplicant: WPS: Unknown Vendor Extension (Vendor ID 9442)
12-15 10:40:24.729  1066  1066 D wpa_supplicant: WPS: Unknown Vendor Extension (Vendor ID 9442)
12-15 10:40:24.729  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=1896
12-15 10:40:24.735  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=0
12-15 10:40:24.753  1066  1066 D wpa_supplicant: CTRL-DEBUG: global_ctrl_sock-sendto: sock=8 sndbuf=163840 outq=0 send_len=0
12-15 10:40:25.419    87    87 W         : (0)[87:hps_main][HPS] (0000)(4)DBG_HRT(395)(826)(50)(0) (4)(4)(4)(4)(1) (0)(0)(0) (395)(1)(1) (1)(826)(1)(0)(826) wifi_base(0)
12-15 10:40:24.783   532   542 I art     : Background sticky concurrent mark sweep GC freed 52271(3MB) AllocSpace objects, 8(384KB) LOS objects, 25% free, 14MB/19MB, paused 4.115ms total 122.134ms
12-15 10:40:25.698    56    56 D (1)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 494000 KHz
12-15 10:40:25.778    56    56 D (2)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 221000 KHz
12-15 10:40:25.224   424   424 D RILMUXD : [gsm0710muxd] 3897:main(): Frames received/dropped: 656/0
12-15 10:40:26.123    87    87 I (0)[87:hps_main]CPU3: shutdown
12-15 10:40:26.123    87    87 W         : (0)[87:hps_main][Power/hotplug] mt_cpu_kill, cpu: 3
12-15 10:40:26.128    87    87 I (1)[87:hps_main]CPU2: shutdown
12-15 10:40:26.128    87    87 W         : (1)[87:hps_main][Power/hotplug] mt_cpu_kill, cpu: 2
12-15 10:40:26.131    87    87 W         : (1)[87:hps_main][HPS] (0200)(4)action end(22)(19)(0)(0) (4)(4)(4)(4)(1) (0)(0)(0) (951)(8)(0) (0)(19)(8)(0)(19) wifi_base(0)
12-15 10:40:26.228    56    56 D (0)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 364000 KHz
12-15 10:40:26.249    56    56 D (0)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 1181mv, freq = 1248000 KHz
12-15 10:40:25.610   532   548 I am_pss  : [3689,10031,com.google.android.gms.ui,7752704,4829184,0]
12-15 10:40:26.305     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:26.305     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:26.305     0     0 W         : (1)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:26.306     0     0 W (1)[173:mtk-tpd]check sum: [b1] == [b1]?
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:26.306     0     0 W         : pPacket[1]=ff pPacket[2]=ff pPacket[3]=ff pPacket[4]=ff
12-15 10:40:26.306     0     0 W         : pPacket[5]=2 pPacket[6]=ff pPacket[7]=b1
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd][x,y]=[4095,4095]
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd][delta_x,delta_y]=[3842,4095]
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]touch key down pPacket[5]=2
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]tInfo->nFingerNum = 1...............
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchPressed() ***
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]point touch pressed
12-15 10:40:26.306     0     0 W         : (1)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:26.317     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:26.317     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:26.317     0     0 W         : (1)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:26.318     0     0 W (1)[173:mtk-tpd]check sum: [b1] == [b1]?
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:26.318     0     0 W         : pPacket[1]=ff pPacket[2]=ff pPacket[3]=ff pPacket[4]=ff
12-15 10:40:26.318     0     0 W         : pPacket[5]=2 pPacket[6]=ff pPacket[7]=b1
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd][x,y]=[4095,4095]
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd][delta_x,delta_y]=[3842,4095]
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]touch key down pPacket[5]=2
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]tInfo->nFingerNum = 1...............
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchPressed() ***
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]point touch pressed
12-15 10:40:26.318     0     0 W         : (1)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:26.341     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() ***
12-15 10:40:26.341     0     0 W         : (0)[172:irq/298-touch_p]*** _DrvPlatformLyrFingerTouchInterruptHandler() _gInterruptFlag = 1 ***
12-15 10:40:26.341     0     0 W         : (1)[173:mtk-tpd]FIRMWARE_MODE_DEMO_MODE
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]*** _DrvFwCtrlSelfParsePacket() ***
12-15 10:40:26.342     0     0 W (1)[173:mtk-tpd]check sum: [b4] == [b4]?
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]received raw data from touch panel as following:
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]pPacket[0]=52
12-15 10:40:26.342     0     0 W         : pPacket[1]=ff pPacket[2]=ff pPacket[3]=ff pPacket[4]=ff
12-15 10:40:26.342     0     0 W         : pPacket[5]=ff pPacket[6]=ff pPacket[7]=b4
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd][x,y]=[4095,4095]
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd][delta_x,delta_y]=[4095,4095]
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]touch end
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]*** DrvPlatformLyrFingerTouchReleased() ***
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]point touch released
12-15 10:40:26.342     0     0 W         : (1)[173:mtk-tpd]*** _DrvPlatformLyrFingerTouchHandler() _gInterruptFlag = 0 ***
12-15 10:40:26.348    56    56 D (0)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 950mv, freq = 364000 KHz
12-15 10:40:25.698   532   644 I ActivityManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.google.android.googlequicksearchbox/com.google.android.launcher.GEL (has extras)} from uid 1000 on display 0
12-15 10:40:25.700   532   644 I am_new_intent: [0,136404389,90,com.google.android.googlequicksearchbox/com.google.android.launcher.GEL,android.intent.action.MAIN,NULL,NULL,270532608]
12-15 10:40:25.704   532   644 I wm_task_moved: [90,1,0]
12-15 10:40:25.707   532   644 I sysui_action: [323,com.google.android.googlequicksearchbox/com.google.android.launcher.GEL]
12-15 10:40:25.707   532   644 I sysui_action: [324,true]
12-15 10:40:25.707   532   644 I sysui_action: [325,126]
12-15 10:40:26.368    56    56 D (1)[56:cfinteractive][name:mt_cpufreq&][Power/cpufreq] @_mt_cpufreq_set_locked(): Vproc = 1181mv, freq = 1248000 KHz
12-15 10:40:25.710   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:7, ctrl:239, len:37
12-15 10:40:25.710   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 37 byte frame received on channel 7 to /dev/pts/8
12-15 10:40:25.710   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 37/37 bytes of frame to /dev/pts/8
12-15 10:40:25.710   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:40:25.711   488   522 I AT      : AT read end: 37
12-15 10:40:25.711   488   522 D AT      : AT< +ECSQ: 36,99,-299,1,1,1,1,0,32767
12-15 10:40:25.711   488   522 D AT      : RIL_URC2_READER Enter processLine:+ECSQ: 36,99,-299,1,1,1,1,0,32767
12-15 10:40:25.711   488   522 D RIL     : Nw URC:+ECSQ: 36,99,-299,1,1,1,1,0,32767
12-15 10:40:25.711   488   522 D RILC    : callForRilVersion new vendor RIL, version: 10
12-15 10:40:25.711   488   522 I RILC    : RIL_SOCKET_2 UNSOLICITED: UNSOL_SIGNAL_STRENGTH length:72
12-15 10:40:25.711   488   522 E RILC    : Send Response to RIL_SOCKET_2
12-15 10:40:25.711   488   522 I AT      : AT read start
12-15 10:40:25.712  1111  1111 D SubscriptionController: [getSubId]- numSubIds == 0, return DummySubIds slotIdx=1
12-15 10:40:25.727  1475  1475 I GEL     : handleIntent(Intent { act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.google.android.googlequicksearchbox/com.google.android.launcher.GEL (has extras) })
12-15 10:40:25.739  3932  3932 I MicroDetectionWorker: Micro detection mode: [mDetectionMode: [1]].
12-15 10:40:25.756  3932  3956 I MicroRecognitionRunner: Starting detection.
12-15 10:40:25.757  3932  3957 I MicrophoneInputStream: mic_starting com.google.android.apps.gsa.speech.audio.ae@3cf3561
12-15 10:40:25.760   294   294 I chatty  : uid=1041(audioserver) /system/bin/audioserver expire 21 lines
12-15 10:40:25.775   294  3980 I chatty  : uid=1041(audioserver) /system/bin/audioserver expire 105 lines
12-15 10:40:25.793  3932  3957 I MicrophoneInputStream: mic_started com.google.android.apps.gsa.speech.audio.ae@3cf3561
12-15 10:40:26.467  3980  3980 W         : (0)[3980:AudioIn_26]Audio_PGA1_Set()
12-15 10:40:26.467  3980  3980 W         : (0)[3980:AudioIn_26]Audio_PGA2_Set()
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: scene_table[8][2] = 255
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: scene_table[9][0] = 18
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: scene_table[9][1] = 19
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: scene_table[9][2] = 255
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: -LoadBesRecordParams()
12-15 10:40:25.799   294  3980 D AudioSPELayer: SetVMDumpEnable(), 0
12-15 10:40:25.799   294  3980 D AudioSPELayer: SetVMDumpFileName()+, VMFileName=
12-15 10:40:25.799   294  3980 D AudioSPELayer: SetVMDumpFileName()-, VMFileName=, mVMDumpFileName=
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: CheckBesRecordBypass() 0
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: +CheckBesRecordMode()
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: voice recognition case
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: CheckBesRecordMode, is HANDSET device, u4SceneIdx=0, modeIndex=0
12-15 10:40:25.799   294  3980 D AudioYusuParam: QueryFeatureSupportInfo(),feature support 2290055 
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: GetBesRecordModeInfo: map_fir_ch1=7, map_fir_ch2=6
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: -CheckBesRecordMode(), mBesRecordSceneIndex=0, modeIndex=0
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: +ConfigBesRecordParams()
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: +GetBesRecordRoutePath(), 2
12-15 10:40:25.799   294  3980 D AudioALSAHardwareResourceManager: getMicInverse(), mMicInverse = 0
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: ConfigBesRecordParams(),mBesRecordStereoMode=0, input_source= 6, input_devices=80000004,mBesRecordModeIndex=0, bVoIPEnable=0, mode=1, bypassDualProcess=0, bIsMICInverse=0
12-15 10:40:25.799   294  3980 D AudioSPELayer: SetEnhPara, SPE_MODE=1
12-15 10:40:25.799   294  3980 D AudioSPELayer: SetCompFilter, SPE_MODE=1
12-15 10:40:25.799   294  3980 D AudioYusuParam: QueryFeatureSupportInfo(),feature support 2290055 
12-15 10:40:25.799   294  3980 D AudioSPELayer: SetDMNRPara, SPE_MODE=1
12-15 10:40:25.799   294  3980 D AudioALSACaptureDataClient: SetDMNREnable(), type=0, bypassDMNR=0
12-15 10:40:25.799   294  3980 D AudioYusuParam: QueryFeatureSupportInfo(),feature support 2290055 
12-15 10:40:25.800   294  3980 D AudioSPELayer: SetSampleRate, SPE_MODE=1
12-15 10:40:25.800   294  3980 D AudioSPELayer: SetAPPTable, SPE_MODE=1, App_table=4
12-15 10:40:25.800   294  3980 D AudioSPELayer: SetRoute, 2
12-15 10:40:25.800   294  3980 D AudioSPELayer: SetMICDigitalGain, MIC_DG, SPE_MODE=1, gain=16
12-15 10:40:25.800   294  3980 D AudioSPELayer: SetUpLinkTotalGain, SPE_MODE=1, gain=192
12-15 10:40:25.800   294  3980 D AudioALSACaptureDataClient: -ConfigBesRecordParams()
12-15 10:40:25.800   294  3980 D AudioALSACaptureDataClient: +StartBesRecord()
12-15 10:40:25.800   294  3980 D AudioSPELayer: Start+, mode=1
12-15 10:40:25.800   294  3980 D AudioSPELayer: mRecordSampleRate=48000, mRecordFrameRate=20, mRecordApp_table=4
12-15 10:40:25.800   294  3980 D AudioSPELayer: Start, SWIP ver = 8.7
12-15 10:40:25.800   294  3980 D AudioSPELayer: Start, going to configure,mSphCtrlBuffer=0xb4192f40,mem_size=101112
12-15 10:40:25.800   294  3980 D AudioSPELayer: dump, State=0, mode=0
12-15 10:40:25.800   294  3980 D AudioSPELayer: Record:Samplerate = 48000, FrameRate=20,App_table=4, Fea_Cfg_table=1ff
12-15 10:40:25.800   294  3980 D AudioSPELayer: Record:EnhanceParas
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 479
12-15 10:40:25.800   294  3980 D AudioSPELayer: 16388
12-15 10:40:25.800   294  3980 D AudioSPELayer: 36892
12-15 10:40:25.800   294  3980 D AudioSPELayer: 4356
12-15 10:40:25.800   294  3980 D AudioSPELayer: 8192
12-15 10:40:25.800   294  3980 D AudioSPELayer: 768
12-15 10:40:25.800   294  3980 D AudioSPELayer: 4
12-15 10:40:25.800   294  3980 D AudioSPELayer: 36624
12-15 10:40:25.800   294  3980 D AudioSPELayer: 197
12-15 10:40:25.800   294  3980 D AudioSPELayer: 611
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 8192
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.800   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:26.472  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_open use sram
12-15 10:40:26.472  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_open return
12-15 10:40:26.472  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_hw_free
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_open use sram
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_open return
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_hw_params
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_hw_params mCaptureUseSram dma_bytes = 15360
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]SetVULBuffer
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]u4BufferSize = 15360 pucVirtBufAddr = e2ee0000 pucPhysBufAddr = 0x11221000
12-15 10:40:26.474  3980  3980 W         : (0)[3980:AudioIn_26]mtk_capture_pcm_hw_params dma_bytes = 15360 dma_area = e2ee0000 dma_addr = 0x11221000
12-15 10:40:26.475  3980  3980 W         : -(0)[3980:AudioIn_26]mtk_capture_pcm_trigger cmd = 1
12-15 10:40:26.475  3980  3980 W         : -(0)[3980:AudioIn_26]mtk_capture_alsa_start
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 55997
12-15 10:40:25.801   294  3980 D AudioSPELayer: 31000
12-15 10:40:25.801   294  3980 D AudioSPELayer: 10752
12-15 10:40:25.801   294  3980 D AudioSPELayer: 32769
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: 0
12-15 10:40:25.801   294  3980 D AudioSPELayer: Using:Samplerate = 48000, FrameRate=20,MIC_DG=16, App_table=4, Fea_Cfg_table=1ff, MMI_table=ffffffff, Device_mode=2, MMI_MIC_GAIN=192
12-15 10:40:25.801   294  3980 D AudioSPELayer: Using:EnhanceParas
12-15 10:40:25.801   294  3980 D AudioSPELayer: [index 0] 0,479,16388,36892,4356,8192,768
12-15 10:40:25.801   294  3980 D AudioSPELayer: [index 1] 4,36624,197,611,0,0,0
12-15 10:40:25.801   294  3980 D AudioSPELayer: [index 2] 0,8192,0,0,0,0,0
12-15 10:40:25.801   294  3980 D AudioSPELayer: [index 3] 0,0,0,0,0,0,0
12-15 10:40:25.801   294  3980 D AudioSPELayer: [index 4] 0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 5] 0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 6] 0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 7] 55997,31000,10752,32769,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: Using:DMNRCalData
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 0] 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 1] 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 2] 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: [index 3] 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15 10:40:25.802   294  3980 D AudioSPELayer: mSph_Enh_ctrl.frame_rate 20
12-15 10:40:25.802   294  3980 D AudioSPELayer: mNsecPerSample=62500
12-15 10:40:25.802   294  3980 D AudioSPELayer: mSPEProcessBufSize=3840
12-15 10:40:25.802   294  3980 D AudioALSACaptureDataClient: -StartBesRecord()
12-15 10:40:25.802   294  3980 D AudioALSACaptureDataClient: sample rate = 16000, drop ms = 25, channels = 1, byts per sample = 2, dropBesRecordDataSize = 800
12-15 10:40:25.802   294  3980 D AudioPreProcess: AudioPreProcess()+
12-15 10:40:25.802   294  3980 D AudioPreProcess: AudioPreProcess()-
12-15 10:40:25.802   294  3980 D AudioALSACaptureDataProviderBase: attach(), 0xb567f000
12-15 10:40:25.802   294  3980 D AudioALSACaptureDataClient: setIdentity(), mIsIdentitySet=0, identity=1
12-15 10:40:25.802   294  3980 D AudioALSACaptureDataProviderBase: attach(), mCaptureDataClientIndex=1, mCaptureDataClientVector.size()=0, Identity=1
12-15 10:40:25.802   294  3980 D AudioALSACaptureDataProviderNormal: open()
